260,0000;-0,0659276;262,393;0,488205
259,0000;-0,440581;263,635;0,490269
258,0000;-0,703699;264,746;0,490899
257,0000;-0,995903;265,707;0,489811
256,0000;-1,38171;266,521;0,486825
255,0000;-1,65891;267,182;0,482029
254,0000;-1,80347;267,714;0,475522
253,0000;-1,99899;268,155;0,467882
252,0000;-2,15323;268,511;0,459189
251,0000;-2,27704;268,784;0,449291
250,0000;-2,33813;268,979;0,438162
249,0000;-2,31328;269,107;0,425804
248,0000;-2,42616;269,192;0,412496
247,0000;-2,52644;269,255;0,398461
246,0000;-2,54661;269,319;0,383964
245,0000;-2,40058;269,4;0,369276
244,0000;-2,31145;269,528;0,354563
243,0000;-2,19008;269,722;0,339979
242,0000;-2,11563;270,006;0,32554
241,0000;-2,01157;270,405;0,31149
240,0000;-1,83078;270,944;0,298196
239,0000;-1,7733;271,632;0,285675
238,0000;-1,57335;272,479;0,27406
237,0000;-1,42661;273,493;0,263516
236,0000;-1,1332;274,676;0,254216
235,0000;-0,929645;276,024;0,246154
234,0000;-0,832487;277,528;0,239494
233,0000;-0,676126;279,202;0,23237
232,0000;-0,538348;281,034;0,225595
231,0000;-0,438678;283,05;0,220253
230,0000;-0,287532;285,261;0,216327
229,0000;-0,148138;287,725;0,214042
228,0000;0,0818771;290,471;0,213607
227,0000;0,316071;293,519;0,214969
226,0000;0,540386;296,89;0,218335
225,0000;0,751599;300,619;0,227084
224,0000;1,05625;304,766;0,240664
223,0000;1,30104;309,383;0,257644
222,0000;1,59825;314,537;0,278566
221,0000;1,76462;320,271;0,303463
220,0000;2,12659;326,579;0,33214
219,0000;2,23266;333,449;0,3642
218,0000;2,25247;340,823;0,398968
217,0000;2,02081;348,647;0,435531
216,0000;1,86966;356,895;0,473519
215,0000;1,36201;365,576;0,512422
214,0000;0,707794;374,834;0,552429
213,0000;0,539967;384,974;0,59373
212,0000;-0,102719;396,141;0,636168
211,0000;-0,440666;408,417;0,679706
210,0000;-0,993478;421,761;0,724256
209,0000;-1,31266;436,251;0,77001
208,0000;-0,650633;452,129;0,812801
207,0000;-0,0283371;469,694;0,860492
206,0000;0,471619;489,3;0,915331
205,0000;0,679871;511,357;0,978756
204,0000;0,98597;536,454;1,05248
203,0000;0,98141;565,427;1,139
202,0000;0,237378;599,336;1,24096
201,0000;0,265991;639,605;1,33989
200,0000;-0,211223;687,997;1,4638

##### Extended Information
[Comments]
Sample name
Comment
User
Division
Company;FZ rossendorf Biophysik

[Detailed Information]
Creation date;15.09.2020 14:29

Data array type;Linear data array * 3
Horizontal axis;Wavelength [nm]
Vertical axis(1);CD [mdeg]
Vertical axis(2);HT [V]
Vertical axis(3);Abs
Start;330 nm
End;200 nm
Data interval;1 nm
Data points;131     

[Measurement Information]
Instrument Name;Biophysik
Model Name;J-815
Serial No.;A022661168

Accessory;CDF-426S
Accessory S/N;A003561183
  Control Sonsor;Holder
  Monitor Sensor;Holder
  Start Mode;Keep target temperature +/-0.30 deg C while 5 seconds
  Cell Length;1 mm

Measurement date;15.09.2020 12:19

Photometric Mode;CD, HT, Abs
Measure Range;330 - 200 nm
Data pitch;1 nm
Sensitivity;Standard
D.I.T.;2 sec
Bandwidth;3.00 nm
Start Mode;Immediately
Scanning Speed;100 nm/min
Baseline Correction;Baseline
CD Detector;PMT
PMT Voltage;Auto
Accumulations;3

